6
5 1 17 17 17 1 
(5.93776e-05,-5.40405e-05)
(-1.05971e-06,-1.20695e-05)
(0,0)
(-8.4169e-07,-9.1095e-06)
(0,0)
(7.88612e-05,2.30452e-05)
(-2.19771e-06,-1.2702e-05)
(0,0)
(1.74968e-06,-9.14451e-06)
(0,0)
(9.33147e-05,9.59598e-05)
(-4.8544e-06,-8.12636e-06)
(0,0)
(1.41643e-05,-5.09456e-06)
(0,0)
(9.88488e-05,3.67938e-05)
(-6.8767e-06,-1.51265e-05)
(0,0)
(-3.21012e-06,-1.61949e-05)
(0,0)
(9.99976e-05,-2.61413e-05)
(-3.70857e-06,-1.6673e-05)
(0,0)
(-1.29858e-05,-2.21963e-05)
(0,0)
(8.14302e-05,-1.92964e-05)
(-2.04873e-06,-6.12979e-06)
(0,0)
(-2.10148e-05,-4.13651e-06)
(0,0)
(5.97821e-05,-1.66843e-05)
(3.64827e-06,2.9243e-06)
(0,0)
(-2.40036e-05,1.93521e-05)
(0,0)
(6.85342e-05,-2.34326e-05)
(9.75183e-07,-4.29333e-06)
(0,0)
(-9.96755e-06,6.98646e-06)
(0,0)
(7.49421e-05,-3.45179e-05)
(1.71145e-07,-1.16741e-05)
(0,0)
(-1.8646e-06,6.76295e-06)
(0,0)
(5.81366e-05,-3.73668e-05)
(1.38707e-06,-5.93393e-06)
(0,0)
(-1.08109e-05,6.84079e-06)
(0,0)
(3.94783e-05,-4.44755e-05)
(4.21657e-06,3.1904e-07)
(0,0)
(-2.66774e-05,1.88166e-05)
(0,0)
(3.2665e-05,-3.84493e-05)
(7.33581e-08,-7.74827e-06)
(0,0)
(-1.7684e-05,-2.52834e-07)
(0,0)
(2.45272e-05,-3.64509e-05)
(-2.3434e-06,-1.43442e-05)
(0,0)
(-9.1135e-06,-1.55138e-05)
(0,0)
(7.02149e-06,-3.87815e-05)
(-9.47609e-06,-6.63011e-06)
(0,0)
(7.55856e-07,-6.22496e-06)
(0,0)
(-1.13059e-05,-4.44225e-05)
(-1.63073e-05,3.24621e-06)
(0,0)
(1.77397e-05,1.10554e-05)
(0,0)
(-5.26189e-06,-1.46107e-05)
(-1.45032e-05,1.99361e-05)
(0,0)
(-2.26238e-05,2.89846e-05)
(0,0)
(1.05971e-06,1.20695e-05)
(8.4169e-07,9.1095e-06)
(0,0)
(-5.93776e-05,5.40405e-05)
(0,0)
(-4.0629e-06,-0.000355579)
(0.000395905,-5.0052e-05)
(0,0)
(-0.00034601,0.0005221)
(0,0)
(0.000715136,-0.000140588)
(0.000296201,1.92036e-05)
(0,0)
(-0.000505331,0.000475265)
(0,0)
(0.00130121,8.55329e-06)
(0.000117781,0.000157201)
(0,0)
(3.35948e-05,0.000744197)
(0,0)
(0.000889304,-3.51036e-05)
(-8.34562e-05,-6.4387e-06)
(0,0)
(7.79382e-05,0.000496805)
(0,0)
(0.000409756,-0.000111337)
(-0.000183637,-0.000105001)
(0,0)
(0.000477784,0.000243482)
(0,0)
(0.000614284,-0.000312818)
(-9.61279e-05,3.36e-05)
(0,0)
(0.000375245,-4.89538e-05)
(0,0)
(0.000806187,-0.000537539)
(6.1186e-05,0.000125586)
(0,0)
(-0.000312588,-4.82253e-05)
(0,0)
(0.000524274,-0.000411381)
(-4.34815e-05,0.00012677)
(0,0)
(0.000255494,0.000202537)
(0,0)
(0.000240036,-0.000309128)
(-0.000170952,0.000110291)
(0,0)
(0.000615711,0.000655207)
(0,0)
(0.000320852,-0.000442875)
(-2.31446e-05,0.000126235)
(0,0)
(0.000308467,0.000197905)
(0,0)
(0.000394059,-0.000600387)
(0.000109806,0.000137007)
(0,0)
(-8.41039e-05,-0.000130648)
(0,0)
(0.000104689,-0.000437593)
(7.93339e-05,2.21645e-05)
(0,0)
(0.000341404,7.64383e-05)
(0,0)
(-0.000184816,-0.00029196)
(5.21183e-05,-8.48277e-05)
(0,0)
(0.00046762,0.00043868)
(0,0)
(-0.000159756,-0.000370693)
(-1.35584e-05,-6.41116e-05)
(0,0)
(0.000112906,0.000453998)
(0,0)
(-0.000122771,-0.00045443)
(-7.40316e-05,-3.31587e-05)
(0,0)
(-0.000387348,0.000393939)
(0,0)
(-0.000277589,-0.000195014)
(-9.117e-05,0.000159465)
(0,0)
(-0.000263312,0.000366471)
(0,0)
(-0.000395905,5.0052e-05)
(0.00034601,-0.0005221)
(0,0)
(4.0629e-06,0.000355579)
(0,0)
(-0.000690891,-0.00362171)
(0.00108828,-0.00027304)
(0,0)
(-0.000691723,0.0010539)
(0,0)
(0.00369216,-0.00236265)
(0.000735724,-0.000112399)
(0,0)
(-0.00101308,0.000960593)
(0,0)
(0.007814,-0.00123112)
(0.000227262,0.000180516)
(0,0)
