6
5 1 17 17 17 1 
(-592.92,879.549)
(45.8456,70.2524)
(0,0)
(16.2558,-329.982)
(0,0)
(-646.535,-96.6521)
(42.4745,72.1235)
(0,0)
(59.9744,-338.625)
(0,0)
(-700.15,-1072.85)
(39.1034,73.9947)
(0,0)
(103.693,-347.268)
(0,0)
(-712.375,-377.205)
(60.6664,2.94435)
(0,0)
(-88.336,-372.164)
(0,0)
(-724.6,318.443)
(82.2293,-68.106)
(0,0)
(-280.365,-397.06)
(0,0)
(-667.424,63.7685)
(57.4805,-23.168)
(0,0)
(-337.079,-175.312)
(0,0)
(-610.247,-190.906)
(32.7316,21.7699)
(0,0)
(-393.793,46.4355)
(0,0)
(-697.487,127.201)
(29.326,-9.58644)
(0,0)
(-284.733,-12.4003)
(0,0)
(-784.726,445.309)
(25.9203,-40.9428)
(0,0)
(-175.674,-71.2361)
(0,0)
(-518.929,382.174)
(23.0646,-6.75147)
(0,0)
(-329.802,-45.839)
(0,0)
(-253.132,319.039)
(20.2088,27.4399)
(0,0)
(-483.93,-20.442)
(0,0)
(-237.687,374.432)
(41.2932,-20.1597)
(0,0)
(-332.14,-125.042)
(0,0)
(-222.242,429.824)
(62.3777,-67.7594)
(0,0)
(-180.351,-229.642)
(0,0)
(64.1554,425.406)
(-8.53675,-67.432)
(0,0)
(-289.762,-187.021)
(0,0)
(350.552,420.988)
(-79.4512,-67.1047)
(0,0)
(-399.174,-144.4)
(0,0)
(167.225,169.472)
(-47.8535,131.439)
(0,0)
(-89.8393,-593.024)
(0,0)
(-16.1026,-82.0433)
(-16.2558,329.982)
(0,0)
(219.496,-1041.65)
(0,0)
(-14707.1,17157.2)
(2049.38,2814.37)
(0,0)
(1630.23,-2320.98)
(0,0)
(-11700,3278.22)
(886.255,2513.14)
(0,0)
(2169.69,-1920.43)
(0,0)
(-8692.93,-10600.8)
(-276.873,2211.91)
(0,0)
(2709.16,-1519.89)
(0,0)
(-8619.01,-2852.74)
(-76.7603,706.34)
(0,0)
(950.455,-3801.32)
(0,0)
(-8545.09,4895.29)
(123.353,-799.231)
(0,0)
(-808.249,-6082.76)
(0,0)
(-7017.56,3680.54)
(391.962,-431.636)
(0,0)
(-6063.71,-2967.06)
(0,0)
(-5490.03,2465.78)
(660.571,-64.0412)
(0,0)
(-11319.2,148.647)
(0,0)
(-6328.22,3435.36)
(126.596,112.662)
(0,0)
(-6136.61,6964.57)
(0,0)
(-7166.41,4404.95)
(-407.379,289.365)
(0,0)
